,date,temp_f,precip_mm
0,2013-01-01T00:51:00,37.04,0.0
1,2013-01-01T01:51:00,37.04,0.0
2,2013-01-01T02:51:00,37.94,0.0
3,2013-01-01T03:51:00,37.94,0.0
4,2013-01-01T04:51:00,37.94,0.0
7,2013-01-01T05:51:00,39.02,0.0
8,2013-01-01T06:51:00,37.94,0.0
9,2013-01-01T07:51:00,39.02,0.0
10,2013-01-01T08:51:00,39.02,0.0
11,2013-01-01T09:51:00,39.02,0.0
12,2013-01-01T10:51:00,39.02,0.0
13,2013-01-01T11:51:00,39.02,0.0
14,2013-01-01T12:51:00,37.94,0.0
15,2013-01-01T13:51:00,39.02,0.0
16,2013-01-01T14:51:00,39.02,0.0
17,2013-01-01T15:51:00,39.02,0.0
18,2013-01-01T16:51:00,39.02,0.0
19,2013-01-01T17:51:00,37.04,0.0
20,2013-01-01T18:51:00,37.04,0.0
21,2013-01-01T19:51:00,37.94,0.0
22,2013-01-01T20:51:00,37.94,0.0
23,2013-01-01T21:51:00,35.96,0.0
24,2013-01-01T22:51:00,35.06,0.0
25,2013-01-01T23:51:00,33.08,0.0
26,2013-01-02T00:51:00,32.0,0.0
27,2013-01-02T01:51:00,30.02,0.0
28,2013-01-02T02:51:00,28.94,0.0
29,2013-01-02T03:51:00,26.96,0.0
30,2013-01-02T04:51:00,26.060000000000002,0.0
32,2013-01-02T05:51:00,24.98,0.0
33,2013-01-02T06:51:00,26.060000000000002,0.0
34,2013-01-02T07:51:00,24.08,0.0
35,2013-01-02T08:51:00,23.0,0.0
36,2013-01-02T09:51:00,23.0,0.0
37,2013-01-02T10:51:00,21.92,0.0
38,2013-01-02T11:51:00,21.92,0.0
39,2013-01-02T12:51:00,23.0,0.0
40,2013-01-02T13:51:00,24.08,0.0
41,2013-01-02T14:51:00,24.98,0.0
42,2013-01-02T15:51:00,26.060000000000002,0.0
43,2013-01-02T16:51:00,28.04,0.0
46,2013-01-02T17:51:00,30.02,0.0
47,2013-01-02T18:51:00,30.92,0.0
48,2013-01-02T19:51:00,32.0,0.0
49,2013-01-02T20:51:00,30.92,0.0
50,2013-01-02T21:51:00,30.92,0.0
51,2013-01-02T22:51:00,30.92,0.0
52,2013-01-02T23:51:00,30.02,0.0
53,2013-01-03T00:51:00,30.02,0.0
54,2013-01-03T01:51:00,30.02,0.0
55,2013-01-03T02:51:00,30.02,0.0
56,2013-01-03T03:51:00,30.02,0.0
57,2013-01-03T04:51:00,28.94,0.0
59,2013-01-03T05:51:00,28.04,0.0
60,2013-01-03T06:51:00,28.04,0.0
61,2013-01-03T07:51:00,28.04,0.0
62,2013-01-03T08:51:00,26.96,0.0
63,2013-01-03T09:51:00,26.060000000000002,0.0
64,2013-01-03T10:51:00,24.98,0.0
65,2013-01-03T11:51:00,24.98,0.0
66,2013-01-03T12:51:00,24.08,0.0
67,2013-01-03T13:51:00,24.08,0.0
68,2013-01-03T14:51:00,24.98,0.0
69,2013-01-03T15:51:00,26.060000000000002,0.0
70,2013-01-03T16:51:00,28.04,0.0
71,2013-01-03T17:51:00,30.02,0.0
72,2013-01-03T18:51:00,30.92,0.0
73,2013-01-03T19:51:00,32.0,0.0
74,2013-01-03T20:51:00,32.0,0.0
75,2013-01-03T21:51:00,30.92,0.0
76,2013-01-03T22:51:00,30.92,0.0
77,2013-01-03T23:51:00,30.92,0.0
78,2013-01-04T00:51:00,30.92,0.0
79,2013-01-04T01:51:00,30.92,0.0
80,2013-01-04T02:51:00,30.92,0.0
81,2013-01-04T03:51:00,30.92,0.0
82,2013-01-04T04:51:00,30.92,0.0
84,2013-01-04T05:51:00,30.92,0.0
85,2013-01-04T06:51:00,30.92,0.0
86,2013-01-04T07:51:00,30.92,0.0
87,2013-01-04T08:51:00,30.92,0.0
88,2013-01-04T09:51:00,32.0,0.0
89,2013-01-04T10:51:00,33.08,0.0
90,2013-01-04T11:51:00,33.08,0.0
91,2013-01-04T12:51:00,33.98,0.0
92,2013-01-04T13:51:00,33.98,0.0
93,2013-01-04T14:51:00,33.98,0.0
94,2013-01-04T15:51:00,35.06,0.0
95,2013-01-04T16:51:00,35.96,0.0
96,2013-01-04T17:51:00,35.96,0.0
97,2013-01-04T18:51:00,37.04,0.0
98,2013-01-04T19:51:00,37.04,0.0
99,2013-01-04T20:51:00,35.96,0.0
100,2013-01-04T21:51:00,35.96,0.0
101,2013-01-04T22:51:00,35.96,0.0
102,2013-01-04T23:51:00,35.06,0.0
103,2013-01-05T00:51:00,35.06,0.0
104,2013-01-05T01:51:00,35.06,0.0
105,2013-01-05T02:51:00,33.98,0.0
106,2013-01-05T03:51:00,33.98,0.0
107,2013-01-05T04:51:00,33.98,0.0
109,2013-01-05T05:51:00,33.98,0.0
110,2013-01-05T06:51:00,33.08,0.0
111,2013-01-05T07:51:00,33.08,0.0
112,2013-01-05T08:51:00,32.0,0.0
113,2013-01-05T09:51:00,32.0,0.0
114,2013-01-05T10:51:00,32.0,0.0
115,2013-01-05T11:51:00,32.0,0.0
116,2013-01-05T12:51:00,32.0,0.0
117,2013-01-05T13:51:00,33.98,0.0
118,2013-01-05T14:51:00,35.96,0.0
119,2013-01-05T15:51:00,39.02,0.0
120,2013-01-05T16:51:00,39.92,0.0
121,2013-01-05T17:51:00,42.08,0.0
122,2013-01-05T18:51:00,41.0,0.0
123,2013-01-05T19:51:00,42.08,0.0
