,date,temp_f,precip_mm
0,2017-01-01T00:51:00,42.980000000000004,0.0
1,2017-01-01T01:51:00,42.980000000000004,0.0
2,2017-01-01T02:51:00,42.980000000000004,0.0
3,2017-01-01T03:51:00,44.06,0.0
4,2017-01-01T04:51:00,44.06,0.0
7,2017-01-01T05:51:00,44.06,0.0
8,2017-01-01T06:51:00,44.06,0.0
9,2017-01-01T07:51:00,44.96,0.0
10,2017-01-01T08:51:00,44.06,0.0
11,2017-01-01T09:51:00,44.96,0.0
12,2017-01-01T10:51:00,44.06,0.0
13,2017-01-01T11:51:00,44.06,0.0
14,2017-01-01T12:51:00,44.06,0.0
15,2017-01-01T13:51:00,44.06,0.0
16,2017-01-01T14:51:00,46.04,0.0
17,2017-01-01T15:51:00,44.96,0.0
18,2017-01-01T16:51:00,46.04,0.0
19,2017-01-01T17:51:00,46.94,0.0
20,2017-01-01T18:51:00,46.94,0.0
21,2017-01-01T19:51:00,46.94,0.0
22,2017-01-01T20:51:00,46.94,0.0
23,2017-01-01T21:51:00,46.04,0.0
24,2017-01-01T22:51:00,44.96,0.0
25,2017-01-01T23:51:00,42.980000000000004,0.0
26,2017-01-02T00:51:00,41.0,0.0
27,2017-01-02T01:51:00,42.08,0.0
28,2017-01-02T02:51:00,42.08,0.0
29,2017-01-02T03:51:00,41.0,0.0
30,2017-01-02T04:51:00,41.0,0.0
32,2017-01-02T05:51:00,39.92,0.0
33,2017-01-02T06:51:00,37.94,0.0
34,2017-01-02T07:51:00,37.94,0.0
35,2017-01-02T08:51:00,39.02,0.0
36,2017-01-02T09:51:00,37.94,0.0
37,2017-01-02T10:51:00,37.94,0.0
38,2017-01-02T11:51:00,39.02,0.0
39,2017-01-02T12:51:00,37.04,0.3
40,2017-01-02T13:51:00,37.04,0.5
41,2017-01-02T14:51:00,39.02,0.3
42,2017-01-02T15:51:00,39.92,0.0
43,2017-01-02T16:51:00,39.02,0.0
44,2017-01-02T17:51:00,39.02,0.3
45,2017-01-02T18:51:00,39.02,0.5
46,2017-01-02T19:19:00,39.02,0.2
47,2017-01-02T19:46:00,39.2,0.5
49,2017-01-02T19:51:00,39.02,0.8
50,2017-01-02T20:02:00,39.02,0.2
51,2017-01-02T20:38:00,39.02,0.5
52,2017-01-02T20:51:00,39.92,0.3
53,2017-01-02T21:51:00,39.02,0.5
