,date,temp_f,precip_mm,is_snowday
0,2019-01-01,50.5,1.08,0
1,2019-01-02,38.0,0.06,0
2,2019-01-03,41.1,0.0,0
3,2019-01-04,39.7,0.0,0
4,2019-01-05,44.2,0.22,0
5,2019-01-06,43.5,0.28,0
6,2019-01-07,29.5,0.0,0
7,2019-01-08,38.9,0.07,0
8,2019-01-09,42.7,0.16,0
9,2019-01-10,33.0,0.06,0
10,2019-01-11,26.7,0.0,0
11,2019-01-12,25.6,0.0,0
12,2019-01-13,29.4,0.0,0
13,2019-01-14,26.7,0.0,0
14,2019-01-15,29.3,0.0,0
15,2019-01-16,34.0,0.0,0
16,2019-01-17,30.1,0.0,0
17,2019-01-18,33.4,0.05,0
18,2019-01-19,35.1,0.0,1
19,2019-01-20,34.0,1.0,0
20,2019-01-21,10.7,0.17,0
21,2019-01-22,18.9,0.0,0
22,2019-01-23,35.5,0.0,0
23,2019-01-24,52.3,0.09,0
24,2019-01-25,36.0,1.24,0
25,2019-01-26,29.1,0.0,0
26,2019-01-27,39.6,0.0,0
27,2019-01-28,31.4,0.0,0
28,2019-01-29,32.7,0.0,0
29,2019-01-30,28.6,0.23,0
30,2019-01-31,8.4,0.01,0
31,2019-02-01,14.9,0.0,0
32,2019-02-02,23.3,0.0,0
33,2019-02-03,39.0,0.0,0
34,2019-02-04,48.3,0.0,0
35,2019-02-05,53.4,0.0,0
36,2019-02-06,43.1,0.0,0
37,2019-02-07,41.4,0.51,0
38,2019-02-08,45.0,0.31,0
39,2019-02-09,29.5,0.07,0
40,2019-02-10,28.3,0.0,0
41,2019-02-11,33.9,0.0,0
42,2019-02-12,30.8,0.0,0
43,2019-02-13,36.5,0.83,0
44,2019-02-14,37.3,0.08,1
45,2019-02-15,48.4,0.0,0
46,2019-02-16,42.3,0.0,0
47,2019-02-17,32.2,0.0,0
48,2019-02-18,35.6,0.12,0
49,2019-02-19,28.2,0.01,0
50,2019-02-20,28.7,0.0,0
51,2019-02-21,37.9,0.67,0
52,2019-02-22,42.3,0.1,1
53,2019-02-23,37.3,0.0,0
54,2019-02-24,40.9,0.38,0
55,2019-02-25,40.8,0.21,0
56,2019-02-26,30.1,0.0,0
57,2019-02-27,26.3,0.0,0
58,2019-02-28,31.0,0.03,0
59,2019-03-01,30.2,0.1,0
60,2019-03-02,34.7,0.5,1
61,2019-03-03,38.4,0.04,1
62,2019-03-04,34.6,0.81,1
63,2019-03-05,27.2,0.29,1
64,2019-03-06,23.3,0.0,1
65,2019-03-07,24.1,0.0,1
66,2019-03-08,30.5,0.0,1
67,2019-03-09,39.4,0.0,0
68,2019-03-10,38.5,0.25,0
69,2019-03-11,45.7,0.29,0
70,2019-03-12,40.1,0.0,0
71,2019-03-13,38.6,0.0,0
72,2019-03-14,47.3,0.0,0
73,2019-03-15,58.2,0.01,0
74,2019-03-16,51.2,0.38,0
75,2019-03-17,39.1,0.0,0
76,2019-03-18,38.3,0.0,0
77,2019-03-19,41.6,0.0,0
78,2019-03-20,44.3,0.0,0
79,2019-03-21,43.9,0.02,0
80,2019-03-22,43.7,1.38,0
81,2019-03-23,40.6,0.03,0
82,2019-03-24,47.3,0.0,0
83,2019-03-25,52.5,0.0,0
84,2019-03-26,42.1,0.0,0
85,2019-03-27,39.7,0.0,0
86,2019-03-28,42.4,0.0,0
87,2019-03-29,52.8,0.0,0
88,2019-03-30,58.8,0.0,0
89,2019-03-31,54.7,0.0,0
90,2019-04-01,40.0,0.06,0
91,2019-04-02,43.7,0.0,0
92,2019-04-03,51.6,0.0,0
93,2019-04-04,52.3,0.0,0
94,2019-04-05,42.0,0.0,0
95,2019-04-06,49.0,0.2,0
96,2019-04-07,58.2,0.0,0
97,2019-04-08,63.6,0.26,0
98,2019-04-09,49.0,0.03,0
99,2019-04-10,51.8,0.0,0
100,2019-04-11,46.0,0.0,0
101,2019-04-12,52.9,0.0,0
102,2019-04-13,65.4,0.87,0
103,2019-04-14,67.4,0.24,0
104,2019-04-15,57.6,0.74,0
105,2019-04-16,52.4,0.23,0
106,2019-04-17,54.6,0.01,0
107,2019-04-18,55.0,0.0,0
108,2019-04-19,66.0,0.0,0
109,2019-04-20,61.1,0.43,0
110,2019-04-21,57.4,0.28,0
111,2019-04-22,57.1,0.0,0
112,2019-04-23,63.3,0.24,0
113,2019-04-24,65.0,0.08,0
114,2019-04-25,56.3,0.0,0
115,2019-04-26,53.5,0.32,0
116,2019-04-27,54.3,1.03,0
117,2019-04-28,49.6,0.07,0
118,2019-04-29,49.5,0.01,0
119,2019-04-30,52.4,0.05,0
120,2019-05-01,53.7,0.04,0
121,2019-05-02,58.0,0.0,0
122,2019-05-03,52.9,0.01,0
123,2019-05-04,58.5,0.16,0
124,2019-05-05,55.2,0.64,0
125,2019-05-06,57.7,0.68,0
126,2019-05-07,60.1,0.0,0
127,2019-05-08,61.0,0.11,0
128,2019-05-09,55.9,0.0,0
129,2019-05-10,61.8,0.0,0
130,2019-05-11,64.1,0.08,0
131,2019-05-12,50.2,0.45,0
132,2019-05-13,45.1,0.88,0
133,2019-05-14,46.7,0.69,0
134,2019-05-15,53.5,0.31,0
135,2019-05-16,62.8,0.12,0
136,2019-05-17,67.8,0.01,0
137,2019-05-18,65.4,0.03,0
138,2019-05-19,66.9,0.0,0
139,2019-05-20,74.9,0.06,0
140,2019-05-21,66.1,0.0,0
141,2019-05-22,64.4,0.0,0
142,2019-05-23,64.2,0.27,0
143,2019-05-24,68.8,0.21,0
144,2019-05-25,63.0,0.0,0
145,2019-05-26,70.3,0.0,0
146,2019-05-27,72.3,0.2,0
147,2019-05-28,67.2,0.0,0
148,2019-05-29,65.6,0.18,0
149,2019-05-30,60.0,0.79,0
150,2019-05-31,69.1,0.95,0
151,2019-06-01,71.1,0.0,0
152,2019-06-02,71.2,0.0,0
153,2019-06-03,64.4,0.86,0
154,2019-06-04,62.4,0.0,0
155,2019-06-05,70.7,0.0,0
156,2019-06-06,75.5,0.04,0
157,2019-06-07,72.8,0.0,0
158,2019-06-08,71.6,0.0,0
159,2019-06-09,68.3,0.0,0
160,2019-06-10,63.4,0.0,0
161,2019-06-11,69.9,1.07,0
162,2019-06-12,67.1,0.45,0
163,2019-06-13,62.4,0.0,0
164,2019-06-14,63.8,0.6,0
165,2019-06-15,70.7,0.0,0
166,2019-06-16,72.8,0.04,0
167,2019-06-17,72.9,0.0,0
168,2019-06-18,70.8,0.11,0
169,2019-06-19,68.0,0.68,0
170,2019-06-20,69.2,0.16,0
171,2019-06-21,70.9,0.63,0
172,2019-06-22,71.3,0.27,0
173,2019-06-23,73.7,0.0,0
174,2019-06-24,76.1,0.0,0
175,2019-06-25,76.1,0.86,0
176,2019-06-26,78.6,0.0,0
177,2019-06-27,81.3,0.0,0
178,2019-06-28,81.2,0.0,0
179,2019-06-29,80.4,0.0,0
180,2019-06-30,76.0,0.08,0
181,2019-07-01,74.3,0.06,0
182,2019-07-02,78.4,0.0,0
183,2019-07-03,79.6,0.02,0
184,2019-07-04,81.0,0.0,0
185,2019-07-05,77.5,0.0,0
186,2019-07-06,80.7,0.0,0
187,2019-07-07,78.5,0.0,0
188,2019-07-08,72.6,0.01,0
189,2019-07-09,77.7,0.03,0
190,2019-07-10,80.7,0.0,0
191,2019-07-11,78.5,0.0,0
192,2019-07-12,77.0,0.79,0
193,2019-07-13,77.7,0.0,0
194,2019-07-14,82.0,0.0,0
195,2019-07-15,78.2,0.0,0
196,2019-07-16,81.5,0.0,0
197,2019-07-17,85.3,0.0,0
198,2019-07-18,75.1,1.84,0
199,2019-07-19,78.8,0.49,0
200,2019-07-20,88.2,0.0,0
201,2019-07-21,88.7,0.0,0
202,2019-07-22,81.7,0.0,0
203,2019-07-23,71.3,2.19,0
204,2019-07-24,73.5,0.02,0
205,2019-07-25,76.4,0.0,0
206,2019-07-26,77.6,0.0,0
207,2019-07-27,78.2,0.0,0
208,2019-07-28,79.9,0.0,0
209,2019-07-29,81.2,0.01,0
210,2019-07-30,84.2,0.0,0
211,2019-07-31,78.9,0.01,0
212,2019-08-01,76.9,0.36,0
213,2019-08-02,78.2,0.0,0
214,2019-08-03,77.7,0.0,0
215,2019-08-04,76.7,0.21,0
216,2019-08-05,76.3,0.0,0
217,2019-08-06,74.6,0.0,0
218,2019-08-07,75.7,0.04,0
219,2019-08-08,74.1,1.18,0
220,2019-08-09,72.8,0.2,0
221,2019-08-10,73.7,0.08,0
222,2019-08-11,72.3,0.0,0
223,2019-08-12,76.0,0.0,0
224,2019-08-13,75.8,0.04,0
225,2019-08-14,76.6,0.03,0
226,2019-08-15,75.6,0.0,0
227,2019-08-16,73.5,0.0,0
228,2019-08-17,77.4,0.0,0
229,2019-08-18,79.3,0.0,0
230,2019-08-19,78.5,0.64,0
231,2019-08-20,80.4,0.0,0
232,2019-08-21,79.6,0.0,0
233,2019-08-22,80.7,0.1,0
