,date,temp_f,precip_mm,is_snowday
0,2014-01-01,28.2,0.0,0
1,2014-01-02,28.5,0.02,0
2,2014-01-03,15.6,0.58,0
3,2014-01-04,15.8,0.02,1
4,2014-01-05,30.3,0.0,1
5,2014-01-06,45.6,0.23,1
6,2014-01-07,12.3,0.27,1
7,2014-01-08,12.9,0.0,0
8,2014-01-09,25.3,0.0,0
9,2014-01-10,32.3,0.0,0
10,2014-01-11,47.7,1.4,0
11,2014-01-12,47.6,0.42,0
12,2014-01-13,42.7,0.05,0
13,2014-01-14,48.3,0.0,0
14,2014-01-15,42.6,0.38,0
15,2014-01-16,39.4,0.0,0
16,2014-01-17,37.8,0.0,0
17,2014-01-18,37.6,0.0,0
18,2014-01-19,29.1,0.07,0
19,2014-01-20,39.0,0.0,0
20,2014-01-21,25.2,0.0,0
21,2014-01-22,12.3,0.46,0
22,2014-01-23,13.1,0.02,1
23,2014-01-24,14.7,0.0,1
24,2014-01-25,21.8,0.0,1
25,2014-01-26,21.4,0.04,1
26,2014-01-27,34.8,0.0,1
27,2014-01-28,17.8,0.0,1
28,2014-01-29,17.4,0.04,1
29,2014-01-30,21.2,0.0,1
30,2014-01-31,30.7,0.0,1
31,2014-02-01,39.1,0.0,1
32,2014-02-02,45.1,0.0,1
33,2014-02-03,35.5,0.33,1
34,2014-02-04,28.3,0.84,1
35,2014-02-05,31.8,0.97,1
36,2014-02-06,27.3,1.43,1
37,2014-02-07,27.6,0.0,1
38,2014-02-08,25.9,0.0,1
39,2014-02-09,25.5,0.0,1
40,2014-02-10,25.1,0.1,1
41,2014-02-11,21.7,0.0,1
42,2014-02-12,18.9,0.0,1
43,2014-02-13,29.9,0.25,1
44,2014-02-14,35.5,1.83,1
45,2014-02-15,35.6,0.3,1
46,2014-02-16,26.6,0.13,1
47,2014-02-17,23.7,0.0,1
48,2014-02-18,32.0,0.07,1
49,2014-02-19,38.4,0.09,1
50,2014-02-20,42.8,0.26,1
51,2014-02-21,39.4,0.03,1
52,2014-02-22,46.0,0.09,1
53,2014-02-23,48.6,0.0,1
54,2014-02-24,39.1,0.0,1
55,2014-02-25,28.2,0.0,1
56,2014-02-26,27.4,0.0,1
57,2014-02-27,24.6,0.03,1
58,2014-02-28,16.5,0.0,1
59,2014-03-01,27.2,0.0,1
60,2014-03-02,36.9,0.0,1
61,2014-03-03,25.3,0.04,1
62,2014-03-04,20.1,0.0,1
63,2014-03-05,31.3,0.0,1
64,2014-03-06,24.5,0.0,1
65,2014-03-07,30.2,0.0,1
66,2014-03-08,42.8,0.0,1
67,2014-03-09,41.4,0.0,1
68,2014-03-10,42.3,0.0,1
69,2014-03-11,53.6,0.0,1
70,2014-03-12,52.5,0.0,0
71,2014-03-13,28.7,0.35,0
72,2014-03-14,30.5,0.0,0
73,2014-03-15,49.9,0.0,0
74,2014-03-16,37.0,0.0,0
75,2014-03-17,28.9,0.0,0
76,2014-03-18,33.9,0.0,0
77,2014-03-19,36.9,0.0,0
78,2014-03-20,45.6,0.92,0
79,2014-03-21,44.1,0.0,0
80,2014-03-22,49.9,0.0,0
81,2014-03-23,40.9,0.0,0
82,2014-03-24,28.0,0.0,0
83,2014-03-25,32.4,0.0,0
84,2014-03-26,33.1,0.0,0
85,2014-03-27,30.5,0.0,0
86,2014-03-28,48.0,0.0,0
87,2014-03-29,50.7,0.04,0
88,2014-03-30,45.3,2.01,0
89,2014-03-31,43.5,0.3,0
90,2014-04-01,46.8,0.01,0
91,2014-04-02,47.3,0.0,0
92,2014-04-03,53.6,0.0,0
93,2014-04-04,44.4,0.1,0
94,2014-04-05,45.8,0.18,0
95,2014-04-06,45.3,0.0,0
96,2014-04-07,47.2,0.0,0
97,2014-04-08,52.6,0.86,0
98,2014-04-09,52.2,0.34,0
99,2014-04-10,50.5,0.0,0
100,2014-04-11,62.1,0.0,0
101,2014-04-12,60.4,0.0,0
102,2014-04-13,63.0,0.0,0
103,2014-04-14,67.3,0.0,0
104,2014-04-15,58.5,0.07,0
105,2014-04-16,38.8,0.69,0
106,2014-04-17,41.6,0.05,0
107,2014-04-18,41.4,0.0,0
108,2014-04-19,52.6,0.0,0
109,2014-04-20,52.1,0.0,0
110,2014-04-21,52.0,0.0,0
111,2014-04-22,59.0,0.0,0
112,2014-04-23,55.7,0.01,0
113,2014-04-24,50.5,0.0,0
114,2014-04-25,52.6,0.0,0
