,date,temp_f,precip_mm,is_snowday
0,2015-01-01,31.4,0.0,0
1,2015-01-02,38.7,0.0,0
2,2015-01-03,35.5,0.0,0
3,2015-01-04,45.4,0.89,0
4,2015-01-05,40.9,0.12,0
5,2015-01-06,21.0,0.0,0
6,2015-01-07,20.7,0.05,0
7,2015-01-08,13.0,0.0,1
8,2015-01-09,24.9,0.0,0
9,2015-01-10,21.1,0.07,0
10,2015-01-11,25.7,0.0,1
11,2015-01-12,36.9,0.01,1
12,2015-01-13,29.5,0.35,0
13,2015-01-14,22.8,0.0,0
14,2015-01-15,29.5,0.0,0
15,2015-01-16,33.4,0.0,0
16,2015-01-17,22.2,0.0,0
17,2015-01-18,35.1,0.0,0
18,2015-01-19,39.2,2.1,0
19,2015-01-20,37.5,0.0,0
20,2015-01-21,31.4,0.0,0
21,2015-01-22,34.4,0.0,0
22,2015-01-23,32.7,0.0,0
23,2015-01-24,35.4,0.66,0
24,2015-01-25,37.8,0.06,1
25,2015-01-26,26.5,0.0,1
26,2015-01-27,24.8,0.78,1
27,2015-01-28,23.6,0.36,1
28,2015-01-29,26.6,0.0,1
29,2015-01-30,34.2,0.07,1
30,2015-01-31,19.6,0.01,1
31,2015-02-01,27.6,0.0,1
32,2015-02-02,29.9,0.71,1
33,2015-02-03,18.1,0.34,1
34,2015-02-04,31.2,0.0,1
35,2015-02-05,33.8,0.0,1
36,2015-02-06,17.9,0.0,1
37,2015-02-07,29.8,0.0,1
38,2015-02-08,35.1,0.02,1
39,2015-02-09,27.7,0.03,1
40,2015-02-10,30.0,0.07,1
41,2015-02-11,28.3,0.01,1
42,2015-02-12,32.3,0.0,1
43,2015-02-13,16.1,0.0,1
44,2015-02-14,23.4,0.0,1
45,2015-02-15,18.9,0.02,1
46,2015-02-16,9.8,0.0,1
47,2015-02-17,20.2,0.11,1
48,2015-02-18,24.9,0.03,1
49,2015-02-19,20.9,0.0,1
50,2015-02-20,10.0,0.0,1
51,2015-02-21,20.5,0.0,1
52,2015-02-22,34.3,0.71,1
53,2015-02-23,28.2,0.1,1
54,2015-02-24,12.1,0.0,1
55,2015-02-25,27.6,0.0,1
56,2015-02-26,26.8,0.0,1
57,2015-02-27,23.2,0.0,1
58,2015-02-28,21.5,0.0,1
59,2015-03-01,27.2,0.0,1
60,2015-03-02,32.4,0.52,1
61,2015-03-03,28.2,0.0,1
62,2015-03-04,38.5,0.68,1
63,2015-03-05,30.3,0.48,1
64,2015-03-06,19.4,0.52,1
