,date,temp_f,precip_mm,is_snowday
269,2013-09-27,61.8,0.0,0
270,2013-09-28,64.1,0.0,0
271,2013-09-29,63.7,0.0,0
272,2013-09-30,63.1,0.0,0
273,2013-10-01,68.2,0.0,0
274,2013-10-02,72.7,0.0,0
275,2013-10-03,71.7,0.0,0
276,2013-10-04,73.5,0.0,0
277,2013-10-05,69.5,0.0,0
278,2013-10-06,67.2,0.0,0
279,2013-10-07,69.6,0.0,0
280,2013-10-08,60.8,0.25,0
281,2013-10-09,58.3,0.0,0
282,2013-10-10,58.4,0.0,0
283,2013-10-11,63.3,0.0,0
284,2013-10-12,65.2,0.02,0
285,2013-10-13,60.3,0.0,0
286,2013-10-14,58.2,0.0,0
287,2013-10-15,60.0,0.0,0
288,2013-10-16,60.6,0.0,0
289,2013-10-17,65.3,0.0,0
290,2013-10-18,63.5,0.02,0
291,2013-10-19,58.3,0.0,0
292,2013-10-20,57.4,0.01,0
293,2013-10-21,57.4,0.0,0
294,2013-10-22,59.5,0.0,0
295,2013-10-23,51.8,0.0,0
296,2013-10-24,47.4,0.0,0
297,2013-10-25,46.3,0.0,0
298,2013-10-26,47.9,0.0,0
299,2013-10-27,52.1,0.0,0
300,2013-10-28,51.5,0.0,0
301,2013-10-29,50.2,0.0,0
302,2013-10-30,52.8,0.0,0
303,2013-10-31,59.7,0.0,0
304,2013-11-01,66.2,0.07,0
305,2013-11-02,61.3,0.12,0
306,2013-11-03,49.6,0.0,0
307,2013-11-04,39.4,0.0,0
308,2013-11-05,46.8,0.0,0
309,2013-11-06,54.4,0.0,0
310,2013-11-07,57.8,0.0,0
311,2013-11-08,45.0,0.13,0
312,2013-11-09,43.7,0.0,0
313,2013-11-10,49.6,0.0,0
314,2013-11-11,48.2,0.0,0
315,2013-11-12,42.8,0.02,0
316,2013-11-13,33.1,0.01,0
317,2013-11-14,40.7,0.0,0
318,2013-11-15,50.0,0.0,0
319,2013-11-16,52.3,0.03,0
320,2013-11-17,54.6,0.02,0
321,2013-11-18,60.4,0.25,0
322,2013-11-19,47.1,0.22,0
323,2013-11-20,37.5,0.0,0
324,2013-11-21,42.1,0.0,0
325,2013-11-22,52.8,0.01,0
326,2013-11-23,46.3,0.06,0
327,2013-11-24,27.6,0.0,0
328,2013-11-25,27.5,0.0,0
329,2013-11-26,35.9,0.0,0
330,2013-11-27,48.5,2.18,0
331,2013-11-28,33.2,0.31,0
332,2013-11-29,33.7,0.0,0
333,2013-11-30,31.2,0.0,0
334,2013-12-01,41.3,0.0,0
335,2013-12-02,45.1,0.0,0
336,2013-12-03,44.8,0.0,0
337,2013-12-04,45.7,0.0,0
338,2013-12-05,52.8,0.01,0
339,2013-12-06,52.4,0.04,0
340,2013-12-07,38.2,0.83,0
341,2013-12-08,31.6,0.14,0
342,2013-12-09,34.6,0.28,0
343,2013-12-10,35.7,0.1,0
344,2013-12-11,30.1,0.23,0
345,2013-12-12,26.8,0.0,0
346,2013-12-13,27.8,0.0,0
347,2013-12-14,28.2,0.0,0
348,2013-12-15,33.1,1.45,0
349,2013-12-16,30.3,0.72,1
350,2013-12-17,27.3,0.01,1
351,2013-12-18,28.9,0.18,1
352,2013-12-19,36.5,0.0,1
353,2013-12-20,46.8,0.0,1
354,2013-12-21,55.4,0.01,1
355,2013-12-22,65.5,0.0,1
356,2013-12-23,59.8,0.07,0
357,2013-12-24,38.8,0.44,0
358,2013-12-25,24.8,0.0,0
359,2013-12-26,31.9,0.0,0
360,2013-12-27,35.2,0.0,0
361,2013-12-28,43.0,0.0,0
362,2013-12-29,45.9,0.0,0
363,2013-12-30,39.8,1.2,0
364,2013-12-31,26.0,0.0,0
