,date,temp_f,precip_mm,is_snowday
0,2020-01-01,39.0,0.02,0
1,2020-01-02,39.6,0.0,0
2,2020-01-03,46.6,0.06,0
3,2020-01-04,48.6,0.34,0
4,2020-01-05,40.2,0.02,0
5,2020-01-06,37.3,0.04,0
6,2020-01-07,41.2,0.0,0
7,2020-01-08,36.0,0.0,0
8,2020-01-09,28.2,0.0,0
9,2020-01-10,41.4,0.0,0
10,2020-01-11,59.3,0.0,0
11,2020-01-12,63.1,0.05,0
12,2020-01-13,43.3,0.0,0
13,2020-01-14,42.3,0.0,0
14,2020-01-15,45.2,0.07,0
15,2020-01-16,45.0,0.11,0
16,2020-01-17,28.4,0.0,0
17,2020-01-18,23.9,0.0,0
18,2020-01-19,38.5,0.37,0
19,2020-01-20,26.5,0.0,1
20,2020-01-21,25.1,0.0,0
21,2020-01-22,30.0,0.0,0
22,2020-01-23,38.7,0.0,0
23,2020-01-24,43.6,0.0,0
24,2020-01-25,42.5,0.0,0
25,2020-01-26,42.6,0.85,0
26,2020-01-27,40.4,0.0,0
27,2020-01-28,39.8,0.0,0
28,2020-01-29,36.5,0.0,0
29,2020-01-30,31.3,0.0,0
30,2020-01-31,37.9,0.0,0
31,2020-02-01,40.6,0.02,0
32,2020-02-02,39.3,0.01,0
33,2020-02-03,45.1,0.06,0
34,2020-02-04,50.1,0.0,0
35,2020-02-05,45.2,0.0,0
36,2020-02-06,39.2,0.43,0
37,2020-02-07,40.7,0.19,0
38,2020-02-08,34.5,0.14,0
39,2020-02-09,36.3,0.0,0
40,2020-02-10,43.5,0.02,0
41,2020-02-11,44.9,0.37,0
42,2020-02-12,42.8,0.14,0
43,2020-02-13,40.1,0.36,0
44,2020-02-14,33.8,0.16,0
45,2020-02-15,21.6,0.0,0
46,2020-02-16,34.6,0.0,0
47,2020-02-17,43.8,0.0,0
48,2020-02-18,41.9,0.0,0
49,2020-02-19,44.0,0.0,0
50,2020-02-20,32.6,0.0,0
51,2020-02-21,27.7,0.0,0
52,2020-02-22,37.4,0.0,0
53,2020-02-23,46.5,0.0,0
54,2020-02-24,50.0,0.0,0
55,2020-02-25,49.2,0.0,0
56,2020-02-26,46.3,0.14,0
57,2020-02-27,41.5,0.4,0
58,2020-02-28,33.8,0.0,0
59,2020-02-29,32.2,0.0,0
60,2020-03-01,32.0,0.0,0
61,2020-03-02,46.6,0.0,0
62,2020-03-03,53.9,0.01,0
63,2020-03-04,50.7,0.25,0
64,2020-03-05,45.7,0.0,0
65,2020-03-06,41.8,0.0,0
66,2020-03-07,40.2,0.37,0
67,2020-03-08,44.4,0.0,0
68,2020-03-09,57.2,0.0,0
69,2020-03-10,60.7,0.0,0
70,2020-03-11,52.8,0.0,0
71,2020-03-12,46.9,0.0,0
72,2020-03-13,54.0,0.18,0
73,2020-03-14,49.8,0.11,0
74,2020-03-15,47.0,0.0,0
75,2020-03-16,40.1,0.0,0
76,2020-03-17,45.1,0.09,0
77,2020-03-18,47.9,0.07,0
78,2020-03-19,46.1,0.9,0
79,2020-03-20,56.0,0.03,0
80,2020-03-21,52.8,0.0,0
81,2020-03-22,39.2,0.0,0
82,2020-03-23,37.8,0.01,0
83,2020-03-24,42.9,1.15,0
84,2020-03-25,42.8,0.0,0
