,date,temp_f,precip_mm,is_snowday
0,2017-01-01,44.8,0.0,0
1,2017-01-02,39.3,0.0,0
2,2017-01-03,40.1,0.3,0
3,2017-01-04,44.6,0.49,0
4,2017-01-05,31.4,0.0,0
5,2017-01-06,30.2,0.04,0
6,2017-01-07,23.0,0.01,1
7,2017-01-08,20.1,0.32,0
8,2017-01-09,18.6,0.0,1
9,2017-01-10,27.7,0.0,1
10,2017-01-11,45.8,0.26,1
11,2017-01-12,55.6,0.31,0
12,2017-01-13,51.4,0.05,0
13,2017-01-14,31.1,0.0,0
14,2017-01-15,33.0,0.12,0
15,2017-01-16,35.0,0.0,1
16,2017-01-17,40.0,0.0,0
17,2017-01-18,39.2,0.41,0
18,2017-01-19,42.1,0.06,0
19,2017-01-20,41.9,0.0,0
20,2017-01-21,42.9,0.1,0
21,2017-01-22,44.5,0.0,0
22,2017-01-23,41.2,0.05,0
23,2017-01-24,36.2,1.66,0
24,2017-01-25,40.5,0.68,0
25,2017-01-26,49.2,0.0,0
26,2017-01-27,41.8,0.02,0
27,2017-01-28,36.6,0.0,0
28,2017-01-29,38.4,0.0,0
29,2017-01-30,34.6,0.0,0
30,2017-01-31,29.3,0.0,0
31,2017-02-01,39.6,0.06,0
32,2017-02-02,39.5,0.0,0
33,2017-02-03,30.6,0.0,0
34,2017-02-04,27.6,0.0,0
35,2017-02-05,35.2,0.0,0
36,2017-02-06,41.6,0.0,0
37,2017-02-07,39.3,0.06,0
38,2017-02-08,45.9,0.24,0
39,2017-02-09,33.3,0.34,0
40,2017-02-10,24.2,0.82,1
41,2017-02-11,37.3,0.0,1
42,2017-02-12,34.7,0.04,1
43,2017-02-13,35.2,0.44,1
44,2017-02-14,32.6,0.02,1
45,2017-02-15,40.3,0.0,1
46,2017-02-16,33.6,0.0,0
47,2017-02-17,32.1,0.0,0
48,2017-02-18,45.7,0.0,0
49,2017-02-19,59.9,0.0,0
50,2017-02-20,50.5,0.0,0
51,2017-02-21,40.8,0.0,0
52,2017-02-22,47.2,0.0,0
53,2017-02-23,53.0,0.0,0
54,2017-02-24,62.7,0.0,0
55,2017-02-25,57.3,0.0,0
56,2017-02-26,41.5,0.54,0
57,2017-02-27,42.2,0.0,0
58,2017-02-28,51.1,0.0,0
59,2017-03-01,58.6,0.0,0
60,2017-03-02,52.0,0.12,0
61,2017-03-03,34.5,0.0,0
62,2017-03-04,25.1,0.0,0
63,2017-03-05,22.8,0.0,0
64,2017-03-06,33.5,0.0,0
65,2017-03-07,45.6,0.0,0
66,2017-03-08,54.2,0.12,0
67,2017-03-09,55.5,0.02,0
68,2017-03-10,39.2,0.0,0
69,2017-03-11,23.2,0.31,0
70,2017-03-12,23.8,0.0,1
71,2017-03-13,26.0,0.0,0
72,2017-03-14,29.6,0.61,0
73,2017-03-15,23.2,1.36,1
74,2017-03-16,29.7,0.0,1
75,2017-03-17,36.3,0.0,1
76,2017-03-18,36.3,0.0,1
77,2017-03-19,38.7,0.08,1
78,2017-03-20,41.5,0.0,1
79,2017-03-21,48.5,0.0,0
80,2017-03-22,39.7,0.0,0
81,2017-03-23,30.2,0.0,0
82,2017-03-24,43.3,0.0,0
83,2017-03-25,54.1,0.0,0
84,2017-03-26,40.3,0.15,0
85,2017-03-27,42.5,0.01,0
86,2017-03-28,43.8,0.37,0
87,2017-03-29,48.4,0.6,0
88,2017-03-30,44.3,0.0,0
89,2017-03-31,40.4,0.33,0
90,2017-04-01,40.3,1.19,0
91,2017-04-02,49.8,0.0,0
92,2017-04-03,55.3,0.0,0
93,2017-04-04,49.1,1.2,0
94,2017-04-05,51.2,0.01,0
95,2017-04-06,44.1,0.02,0
96,2017-04-07,47.7,0.71,0
97,2017-04-08,45.9,0.0,0
98,2017-04-09,53.2,0.0,0
99,2017-04-10,62.5,0.0,0
100,2017-04-11,69.4,0.0,0
101,2017-04-12,65.2,0.0,0
102,2017-04-13,57.4,0.02,0
103,2017-04-14,56.4,0.0,0
104,2017-04-15,56.8,0.0,0
105,2017-04-16,70.1,0.0,0
106,2017-04-17,69.3,0.0,0
107,2017-04-18,57.4,0.0,0
108,2017-04-19,48.1,0.0,0
109,2017-04-20,54.6,0.13,0
110,2017-04-21,51.4,0.31,0
111,2017-04-22,51.8,0.02,0
112,2017-04-23,53.7,0.11,0
113,2017-04-24,54.2,0.0,0
114,2017-04-25,51.8,0.01,0
115,2017-04-26,55.1,1.2,0
116,2017-04-27,61.4,0.04,0
117,2017-04-28,66.6,0.0,0
118,2017-04-29,75.1,0.06,0
119,2017-04-30,62.6,0.0,0
120,2017-05-01,57.2,0.0,0
121,2017-05-02,69.3,0.0,0
122,2017-05-03,61.4,0.0,0
123,2017-05-04,55.0,0.0,0
124,2017-05-05,53.7,0.02,0
125,2017-05-06,59.7,3.18,0
126,2017-05-07,52.6,0.18,0
127,2017-05-08,50.3,0.01,0
128,2017-05-09,53.3,0.0,0
129,2017-05-10,56.9,0.0,0
130,2017-05-11,53.5,0.0,0
131,2017-05-12,54.1,0.0,0
132,2017-05-13,50.5,0.11,0
133,2017-05-14,52.8,1.5,0
134,2017-05-15,59.1,0.02,0
135,2017-05-16,66.2,0.0,0
136,2017-05-17,76.0,0.0,0
137,2017-05-18,83.2,0.0,0
138,2017-05-19,83.0,0.0,0
139,2017-05-20,63.4,0.01,0
140,2017-05-21,59.3,0.0,0
141,2017-05-22,56.7,0.13,0
142,2017-05-23,62.2,0.46,0
143,2017-05-24,62.3,0.04,0
144,2017-05-25,57.6,0.08,0
145,2017-05-26,62.1,0.6,0
146,2017-05-27,66.2,0.1,0
147,2017-05-28,63.8,0.0,0
148,2017-05-29,58.2,0.09,0
149,2017-05-30,57.1,0.04,0
150,2017-05-31,63.1,0.09,0
151,2017-06-01,68.4,0.03,0
