"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72505394728","2014-01-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  28.2","24","  10.7","24","1026.8","24","021.8","24"," 10.0","24","  5.1","24","  8.9"," 20.0","  33.1"," ","  21.0"," "," 0.00","G","999.9","000000"
"72505394728","2014-01-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  28.5","24","  19.6","24","1018.8","22","013.3","24","  9.2","24","  9.8","24"," 15.0"," 21.0","  33.1"," ","  24.1"," "," 0.02","G","999.9","001000"
"72505394728","2014-01-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  15.6","24","   6.7","24","1014.9","17","007.4","24","  3.8","24"," 10.1","24"," 15.0"," 25.1","  24.8","*","  10.0","*"," 0.58","G","999.9","101000"
"72505394728","2014-01-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  15.8","24","  -1.4","24","1031.0","24","025.7","23"," 10.0","24","  4.0","24","  8.0"," 17.1","  28.0"," ","   8.1"," "," 0.02","G","  5.9","000000"
"72505394728","2014-01-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  30.3","24","  21.9","24","1025.6","13","019.3","24","  6.4","24","  3.8","24","  7.0"," 15.0","  36.0","*","  27.0","*"," 0.00","G","  5.9","101000"
"72505394728","2014-01-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  45.6","24","  39.8","24","1002.6","16","997.5","24","  3.6","20","  6.3","22"," 11.1"," 22.9","  55.0","*","  35.6","*"," 0.23","G","  3.9","110000"
"72505394728","2014-01-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  12.3","24","  -8.0","24","1015.6","23","010.5","23","999.9"," 0"," 13.0","21"," 19.0"," 31.1","  36.0"," ","   3.9"," "," 0.27","G","  1.2","000000"
"72505394728","2014-01-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  12.9","24","  -5.1","24","1031.1","23","025.9","23"," 10.0","24","  6.3","22"," 11.1"," 20.0","  21.0","*","   9.0","*"," 0.00","G","999.9","000000"
"72505394728","2014-01-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  25.3","24","   5.4","24","1035.2","24","030.0","24"," 10.0","24","  2.8","22","  8.0","999.9","  32.0"," ","   9.0"," "," 0.00","G","999.9","000000"
"72505394728","2014-01-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  32.3","24","  22.6","24","1033.3","15","027.2","24","  6.4","24","  2.9","24","  7.0","999.9","  36.0"," ","  21.9"," "," 0.00","G","999.9","011000"
"72505394728","2014-01-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  47.7","24","  45.2","24","1014.7","14","007.3","24","  3.1","24","  5.6","24","  9.9"," 21.0","  57.9"," ","  30.0"," "," 1.40","G","999.9","110000"
"72505394728","2014-01-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  47.6","24","  33.8","24","1005.0","20","998.7","24","  9.7","24","  7.2","23"," 12.0"," 25.1","  57.9"," ","  37.0"," "," 0.42","G","999.9","010000"
