"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72505394728","2019-01-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  50.5","24","  43.2","24","1009.8","19","004.8","24","  7.0","24","999.9"," 0","999.9","999.9","  57.9"," ","  36.0"," "," 1.08","G","999.9","010000"
"72505394728","2019-01-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  38.0","24","  23.2","24","1024.2","24","019.2","24"," 10.0","24","999.9"," 0","999.9","999.9","  57.9"," ","  35.1"," "," 0.06","G","999.9","000000"
"72505394728","2019-01-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  41.1","24","  29.4","24","1015.8","18","010.3","24","  9.9","24","999.9"," 0","999.9","999.9","  44.1"," ","  35.1"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  39.7","24","  26.4","24","1014.8","24","009.9","24","  9.9","24","999.9"," 0","999.9","999.9","  46.0"," ","  35.1"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  44.2","24","  41.0","24","1003.3","12","997.3","24","  5.3","24","999.9"," 0","999.9","999.9","  46.9"," ","  35.1"," "," 0.22","G","999.9","010000"
"72505394728","2019-01-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  43.5","24","  30.0","24","1010.6","24","005.7","24"," 10.0","24","999.9"," 0","999.9","999.9","  48.9"," ","  37.9"," "," 0.28","G","999.9","000000"
"72505394728","2019-01-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  29.5","24","   7.7","24","1029.0","24","024.0","24"," 10.0","24","999.9"," 0","999.9","999.9","  48.9"," ","  25.0"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  38.9","24","  31.3","24","1018.8","19","013.3","24","  6.8","24","999.9"," 0","999.9","999.9","  45.0"," ","  25.0"," "," 0.07","G","999.9","010000"
"72505394728","2019-01-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  42.7","24","  30.1","24","1001.6","22","996.7","24","  8.8","24","999.9"," 0","999.9","999.9","  45.0"," ","  34.0"," "," 0.16","G","999.9","010000"
"72505394728","2019-01-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  33.0","24","  16.1","24","1005.4","24","000.5","24"," 10.0","24","999.9"," 0","999.9","999.9","  45.0"," ","  30.0"," "," 0.06","G","999.9","000000"
"72505394728","2019-01-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  26.7","24","   6.8","24","1020.4","24","015.3","24"," 10.0","24","999.9"," 0","999.9","999.9","  34.0"," ","  21.0"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  25.6","24","   4.9","24","1031.9","24","026.8","24"," 10.0","24","999.9"," 0","999.9","999.9","  34.0"," ","  19.9"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-13","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  29.4","24","   9.9","24","1030.0","24","024.9","24","  9.7","24","999.9"," 0","999.9","999.9","  34.0"," ","  19.9"," "," 0.00","G","999.9","001000"
"72505394728","2019-01-14","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  26.7","24","  11.2","24","1024.2","24","019.2","24"," 10.0","24","999.9"," 0","999.9","999.9","  33.1"," ","  21.9"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-15","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  29.3","24","  12.0","24","1020.2","24","015.1","24"," 10.0","24","999.9"," 0","999.9","999.9","  36.0"," ","  21.9"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-16","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  34.0","24","  19.6","24","1018.1","24","013.1","24","  9.3","24","999.9"," 0","999.9","999.9","  39.0"," ","  25.0"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-17","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  30.1","24","  10.0","24","1026.1","24","021.1","24"," 10.0","24","999.9"," 0","999.9","999.9","  39.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-18","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  33.4","24","  26.3","24","1020.9","14","015.5","24","  6.2","24","999.9"," 0","999.9","999.9","  39.0"," ","  24.1"," "," 0.05","G","999.9","001000"
"72505394728","2019-01-19","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  35.1","24","  23.4","24","1022.0","23","016.9","24","  9.8","24","999.9"," 0","999.9","999.9","  39.0"," ","  28.9"," "," 0.00","I","  1.2","000000"
"72505394728","2019-01-20","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  34.0","24","  29.5","24","1001.4","15","996.0","24","  5.8","24","999.9"," 0","999.9","999.9","  42.1"," ","  19.0"," "," 1.00","G","999.9","011000"
"72505394728","2019-01-21","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  10.7","24","  -5.3","24","1014.0","24","008.9","24"," 10.0","24","999.9"," 0","999.9","999.9","  16.0","*","   3.9","*"," 0.17","G","999.9","000000"
"72505394728","2019-01-22","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  18.9","24","  -0.6","24","1033.7","24","028.5","24"," 10.0","24","999.9"," 0","999.9","999.9","  30.0"," ","   3.9"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-23","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  35.5","24","  15.8","24","1027.7","22","022.5","24"," 10.0","24","999.9"," 0","999.9","999.9","  46.0","*","  28.9","*"," 0.00","G","999.9","000000"
"72505394728","2019-01-24","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  52.3","24","  47.5","24","1011.1","11","998.8","24","  6.2","24","999.9"," 0","999.9","999.9","  59.0"," ","  30.9"," "," 0.09","G","999.9","110000"
"72505394728","2019-01-25","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  36.0","24","  17.7","24","1011.8","24","006.9","24"," 10.0","24","999.9"," 0","999.9","999.9","  39.9","*","  34.0","*"," 1.24","G","999.9","000000"
"72505394728","2019-01-26","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  29.1","24","   3.5","24","1023.1","24","018.0","24"," 10.0","24","999.9"," 0","999.9","999.9","  39.9"," ","  24.1"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-27","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  39.6","24","  22.2","24","1018.6","23","013.7","24"," 10.0","24","999.9"," 0","999.9","999.9","  48.9"," ","  24.1"," "," 0.00","G","999.9","000000"
"72505394728","2019-01-28","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  31.4","23","  11.7","23","1017.4","22","012.4","22"," 10.0","23","999.9"," 0","999.9","999.9","  45.0","*","  24.8","*"," 0.00","G","999.9","000000"
"72505394728","2019-01-29","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  32.7","24","  21.7","24","1015.4","18","009.5","24","  9.3","24","999.9"," 0","999.9","999.9","  43.0"," ","  25.0"," "," 0.00","G","999.9","011000"
"72505394728","2019-01-30","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  28.6","24","  15.7","24","1012.2","18","006.2","24","  8.9","24","999.9"," 0","999.9","999.9","  43.0"," ","  10.9"," "," 0.23","G","999.9","111000"
"72505394728","2019-01-31","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   8.4","24"," -13.0","24","1026.4","24","021.2","24"," 10.0","24","999.9"," 0","999.9","999.9","  15.1","*","   1.9","*"," 0.01","G","999.9","000000"
"72505394728","2019-02-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  14.9","24","  -7.7","24","1029.5","24","024.3","24"," 10.0","24","999.9"," 0","999.9","999.9","  21.0"," ","   1.9"," "," 0.00","G","999.9","000000"
"72505394728","2019-02-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  23.3","24","   5.0","24","1025.6","24","020.4","24"," 10.0","24","999.9"," 0","999.9","999.9","  34.0"," ","  10.9"," "," 0.00","G","999.9","000000"
