"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-13","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","2.8",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-14","1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-15","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-16","2.8",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"9.4",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-17","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"0.6",",,W","-6.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-18","9.4",",,W,2400","53.0",",,W,2400","0.0",",,W,2400",,,"2.8",",,W","-6.6",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-19","0.0","T,,W,2400","0.0",",,W,2400","30.0",",,W,2400",,,"6.1",",,W","-2.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-20","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"-0.5",",,W","-6.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-21","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"0.6",",,W","-6.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"3.3",",,W","-3.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-23","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","0.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-24","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-25","21.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","3.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-26","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-27","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-29","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","-0.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-30","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"3.3",",,W","-3.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01-31","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-01","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-02","1.8",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"7.2",",,W","1.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-03","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-04","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","6.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-05","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-06","13.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","1.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-07","6.4",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"13.3",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-08","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-09","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","-0.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-10","9.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-11","7.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","6.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-12","3.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-13","9.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-14","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"4.4",",,W","-7.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-15","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"-0.5",",,W","-9.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-17","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-18","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","3.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-19","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","0.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-20","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"1.7",",,W","-3.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-21","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"1.7",",,W","-6.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-23","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-24","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-25","3.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","7.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-26","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","6.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-27","10.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","-0.5",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.6",",,W","-1.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02-29","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"1.7",",,W","-3.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-01","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","-3.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-02","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-03","6.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","9.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-04","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-06","9.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-07","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-08","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","1.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-09","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-10","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-11","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","6.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-12","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","6.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-13","6.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","7.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-14","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","6.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-15","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","4.4",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","0.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-17","4.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-18","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-19","23.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-20","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","8.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-21","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","0.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-23","29.5",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"5.0",",,W","2.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-24","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-25","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-26","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-27","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-28","11.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","6.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-29","1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","6.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-30","1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03-31","1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-01","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-02","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-03","3.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-04","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","7.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-06","1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","9.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-07","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","11.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-08","5.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","9.4",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-09","3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","6.1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-10","0.3",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"9.4",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-11","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-12","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-13","48.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","11.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-14","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-15","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-17","1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","2.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-18","5.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-19","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-20","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-21","4.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","3.9",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-23","3.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-24","12.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-25","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-26","5.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-27","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-29","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04-30","18.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","9.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-01","5.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","11.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-02","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-03","1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","12.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-04","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-06","1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","7.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05-07","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
