"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-24","0.0",",,W,2400","0.0",",,W,","300.0",",,W,",,,"-4.3",",,W","-15.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-25","0.0",",,W,2400","0.0",",,W,","300.0",",,W,",,,"2.8",",,W","-6.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-26","0.0",",,W,2400","0.0",",,W,","280.0",",,W,",,,"0.0",",,W","-6.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-27","0.0",",,W,2400","0.0",",,W,","280.0",",,W,",,,"-1.0",",,W","-7.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-28","0.0",",,W,2400","0.0",",,W,","280.0",",,W,",,,"-1.6",",,W","-10.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-01","13.2",",,W,2400","122.0",",,W,","250.0",",,W,",,,"-0.5",",,W","-4.3",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-02","0.0",",,W,2400","0.0",",,W,","380.0",",,W,",,,"3.9",",,W","-2.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-03","17.0",",,W,2400","46.0",",,W,","360.0",",,W,",,,"2.8",",,W","-5.5",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-04","6.4",",,W,2400","0.0",",,W,","330.0",",,W,",,,"7.2",",,W","1.7",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-05","19.3",",,W,2400","191.0",",,W,","330.0",",,W,",,,"4.4",",,W","-7.1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-06","0.0",",,W,2400","0.0",",,W,","480.0",",,W,",,,"-2.7",",,W","-11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-07","0.0",",,W,2400","0.0",",,W,","460.0",",,W,",,,"3.3",",,W","-7.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-08","0.0",",,W,2400","0.0",",,W,","410.0",",,W,",,,"9.4",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-09","0.3",",,W,2400","0.0",",,W,","330.0",",,W,",,,"12.2",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-10","11.7",",,W,2400","0.0",",,W,","280.0",",,W,",,,"11.7",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-11","0.3",",,W,2400","0.0",",,W,","150.0",",,W,",,,"15.0",",,W","6.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-12","0.0",",,W,2400","0.0",",,W,","100.0",",,W,",,,"8.3",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-13","0.0",",,W,2400","0.0",",,W,","50.0",",,W,",,,"6.1",",,W","-0.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-14","20.6",",,W,2400","0.0",",,W,","30.0",",,W,",,,"10.6",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"6.7",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"11.1",",,W","1.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-17","0.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.9",",,W","1.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-18","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"3.9",",,W","-1.6",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-19","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"6.1",",,W","-1.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-20","10.2",",,W,2400","114.0",",,W,","0.0",",,W,",,,"3.3",",,W","-1.6",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-21","0.0","T,,W,2400","0.0","T,,W,","130.0",",,W,",,,"8.3",",,W","-1.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"6.1",",,W","-2.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-23","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"3.3",",,W","-4.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"7.2",",,W","-3.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-25","1.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"9.4",",,W","1.1",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-26","8.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.7",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-27","6.9",",,W,2400","0.0",",,W,","0.0",",,W,",,,"7.8",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-28","0.0","T,,W,2400","0.0","T,,W,","0.0",",,W,",,,"4.4",",,W","-3.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-29","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"7.8",",,W","-3.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-30","0.0","T,,W,2400","0.0","T,,W,","0.0",",,W,",,,"12.2",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-31","4.3",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"8.3",",,W","1.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-01","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"10.6",",,W","0.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-02","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"19.4",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-03","1.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.8",",,W","15.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-04","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"15.6",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.1",",,W","5.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-06","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.2",",,W","5.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-07","3.8",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.7",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-08","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"7.2",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-09","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"6.1",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-10","4.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.3",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-11","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.9",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-12","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.9",",,W","6.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-13","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.0",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-14","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.3",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.2",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.8",",,W","11.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-17","2.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-18","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-19","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.8",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-20","34.8",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.9",",,W","7.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-21","5.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.3",",,W","11.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-22","1.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-23","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"11.1",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"11.1",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-25","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.7",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-26","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.8",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-27","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-28","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-29","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-30","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"19.4",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-01","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-02","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","8.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-03","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","13.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","18.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-06","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"22.8",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-07","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","13.3",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-08","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","13.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-09","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-10","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","16.1",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-11","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"28.9",",,W","21.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-12","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-13","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","11.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-14","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.8",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.9",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-16","7.6",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.9",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-17","0.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-18","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.9",",,W","15.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-19","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","15.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-20","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"19.4",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-21","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.7",",,W","11.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-23","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.2",",,W","13.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-25","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-26","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-27","2.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","21.1",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-28","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","21.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-29","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-30","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-31","37.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.6",",,W","13.9",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-01","18.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"14.4",",,W","10.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-02","9.4",",,W,2400","0.0",",,W,","0.0",",,W,",,,"12.8",",,W","10.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-03","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","11.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.3",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-05","3.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","12.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-06","4.8",",,W,2400","0.0",",,W,","0.0",",,W,",,,"24.4",",,W","15.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-07","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-08","1.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.1",",,W","17.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-09","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","20.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-10","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-11","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.7",",,W","22.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-12","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","22.8",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-13","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","22.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-14","9.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","18.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-15","14.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-16","6.9",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.1",",,W","18.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-17","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","18.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-18","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-19","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.6",",,W","20.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-20","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"23.9",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-21","16.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","21.7",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.6",",,W","21.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
